open_time,net_return
2024-01-01 00:00:00+00:00,0.029831263901477924
2024-01-08 00:00:00+00:00,-0.033311303208809276
2024-01-15 00:00:00+00:00,0.005956790492612113
2024-01-22 00:00:00+00:00,-0.021677974242706736
2024-01-29 00:00:00+00:00,0.06525035475216828
2024-02-05 00:00:00+00:00,0.03781486227002943
2024-02-12 00:00:00+00:00,-0.01138175757347627
2024-02-19 00:00:00+00:00,0.03655800393928212
2024-02-26 00:00:00+00:00,-0.04957937839409764
2024-03-04 00:00:00+00:00,0.006718740479551839
2024-03-11 00:00:00+00:00,0.045273814664122045
2024-03-18 00:00:00+00:00,0.011051723734952296
2024-03-25 00:00:00+00:00,0.05935589820341295
2024-04-01 00:00:00+00:00,-0.00038835430918209783
2024-04-08 00:00:00+00:00,-0.010963981544883799
2024-04-15 00:00:00+00:00,-0.036418248866993415
2024-04-22 00:00:00+00:00,0.03590636373111248
2024-04-29 00:00:00+00:00,-0.04347901498955984
2024-05-06 00:00:00+00:00,-0.00551856320117403
2024-05-13 00:00:00+00:00,0.04118520940308238
2024-05-20 00:00:00+00:00,-0.028109123428310404
2024-05-27 00:00:00+00:00,0.013802759833839669
2024-06-03 00:00:00+00:00,-0.021265538090936408
2024-06-10 00:00:00+00:00,-0.01580434258225931
2024-06-17 00:00:00+00:00,0.029501310105219926
2024-06-24 00:00:00+00:00,-0.021273423896862896
2024-07-01 00:00:00+00:00,0.004902121853349257
2024-07-08 00:00:00+00:00,0.027498270399006538
2024-07-15 00:00:00+00:00,0.0005392287961790867
2024-07-22 00:00:00+00:00,0.04220180830461317
2024-07-29 00:00:00+00:00,0.02165680466115308
2024-08-05 00:00:00+00:00,0.03621181937494137
2024-08-12 00:00:00+00:00,-0.003131561806444788
2024-08-19 00:00:00+00:00,-0.06725133908098807
2024-08-26 00:00:00+00:00,-0.016156985307855896
2024-09-02 00:00:00+00:00,0.031837157377863
2024-09-09 00:00:00+00:00,-0.013149712730260214
2024-09-16 00:00:00+00:00,-0.02559808922108087
2024-09-23 00:00:00+00:00,-0.05423492010962056
2024-09-30 00:00:00+00:00,-0.05398549867718906
2024-10-07 00:00:00+00:00,-0.013734390082573466
2024-10-14 00:00:00+00:00,0.0016703205071157922
2024-10-21 00:00:00+00:00,0.024853567850092847
2024-10-28 00:00:00+00:00,0.008433580973301814
2024-11-04 00:00:00+00:00,0.16001883798216415
2024-11-11 00:00:00+00:00,0.08426740125079596
2024-11-18 00:00:00+00:00,0.09581233418802623
2024-11-25 00:00:00+00:00,0.17804520015132255
2024-12-02 00:00:00+00:00,-0.021338523178974854
2024-12-09 00:00:00+00:00,0.06266075110208169
2024-12-16 00:00:00+00:00,0.023531778614034344
2024-12-23 00:00:00+00:00,-0.03251229330994614
2024-12-30 00:00:00+00:00,-0.0035275053941760887
2025-01-06 00:00:00+00:00,-0.0320668272436962
2025-01-13 00:00:00+00:00,0.0011270743475832795
2025-01-20 00:00:00+00:00,0.01680081611843038
2025-01-27 00:00:00+00:00,-0.029115654259940792
2025-02-03 00:00:00+00:00,0.008867923018989305
2025-02-10 00:00:00+00:00,-0.011003956645340162
2025-02-17 00:00:00+00:00,-0.0006345734260846992
2025-02-24 00:00:00+00:00,0.11422086198518283
2025-03-03 00:00:00+00:00,-0.04992723337594359
2025-03-10 00:00:00+00:00,0.028754459078941214
2025-03-17 00:00:00+00:00,0.014183620672795168
2025-03-24 00:00:00+00:00,-0.006136976804969895
2025-03-31 00:00:00+00:00,0.003444725466365951
2025-04-07 00:00:00+00:00,0.022642441508672097
2025-04-14 00:00:00+00:00,0.0006272908217015211
2025-04-21 00:00:00+00:00,-0.01661982012600901
2025-04-28 00:00:00+00:00,0.0122642465942381
2025-05-05 00:00:00+00:00,0.06930336272908902
2025-05-12 00:00:00+00:00,0.0023002787755221138
2025-05-19 00:00:00+00:00,0.0011639660078116456
2025-05-26 00:00:00+00:00,0.040691287505919785
2025-06-02 00:00:00+00:00,-0.005404423333176843
2025-06-09 00:00:00+00:00,0.013747388058384137
2025-06-16 00:00:00+00:00,0.02128775515312333
2025-06-23 00:00:00+00:00,0.008670323274119558
2025-06-30 00:00:00+00:00,-0.00926678911110939
2025-07-07 00:00:00+00:00,0.014869064508523594
2025-07-14 00:00:00+00:00,-0.028694534815693416
2025-07-21 00:00:00+00:00,-0.04413037266030528
2025-07-28 00:00:00+00:00,-0.010102010914328724
2025-08-04 00:00:00+00:00,-0.07760618744529546
2025-08-11 00:00:00+00:00,-0.00606809453312167
2025-08-18 00:00:00+00:00,0.023397235058311573
2025-08-25 00:00:00+00:00,-0.0133079024315489
2025-09-01 00:00:00+00:00,-0.014828469574832874
2025-09-08 00:00:00+00:00,0.029974843797700264
2025-09-15 00:00:00+00:00,0.005681870271213408
2025-09-22 00:00:00+00:00,-0.0042689624978618996
2025-09-29 00:00:00+00:00,0.027640955993411206
2025-10-06 00:00:00+00:00,0.08595299919956456
2025-10-13 00:00:00+00:00,-0.022556191802562752
2025-10-20 00:00:00+00:00,-0.018656784506096168
2025-10-27 00:00:00+00:00,0.02353316233360979
2025-11-03 00:00:00+00:00,0.029726458570470727
2025-11-10 00:00:00+00:00,0.014410495734396768
2025-11-17 00:00:00+00:00,-0.01019642448220735
2025-11-24 00:00:00+00:00,0.007419218621334096
2025-12-01 00:00:00+00:00,-0.002065038559700538
2025-12-08 00:00:00+00:00,0.006950116671386736
2025-12-15 00:00:00+00:00,-0.007217059309820816
2025-12-22 00:00:00+00:00,-0.010629259939671403
2025-12-29 00:00:00+00:00,-0.00105
